timestamp,maid_apple_idfa_or_google_aaid,app_context,event_type,partner_chain_exposure,location_permission_granted,app_tracking_transparency_opt_in,source_feed
2026-04-20T20:07:05Z,F4EB6C1A-D199-4D43-910B-D6254424BF09,WeatherApp Pro,ad_click,App -> Internal Analytics,True,True,Synthetic (Real Rails Demo)
2026-04-20T19:22:05Z,66183918-E26A-4373-BC4A-16794903FE00,Daily News Aggregator,ad_bid_request,App -> Location_Monetizer -> HedgeFund_Data,True,False,Synthetic (Real Rails Demo)
2026-04-20T18:01:05Z,1CCE7E01-0222-43FD-9886-791E8486B89F,Budgeting Tool,location_ping,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,False,False,Synthetic (Real Rails Demo)
2026-04-20T17:41:05Z,F4EB6C1A-D199-4D43-910B-D6254424BF09,Casual Puzzle Game,ad_click,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,True,Synthetic (Real Rails Demo)
2026-04-20T14:35:05Z,488DE9D2-55A7-4D46-A0B3-A15BA89613F6,Daily News Aggregator,app_open,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,False,True,Synthetic (Real Rails Demo)
2026-04-20T13:54:05Z,2D884BB9-1526-4DF5-93A3-97322E67EE09,WeatherApp Pro,app_open,App -> Location_Monetizer -> HedgeFund_Data,True,False,Synthetic (Real Rails Demo)
2026-04-20T13:40:05Z,A35BA837-A793-48FF-9BCA-30CFDAD478C9,Budgeting Tool,app_open,App -> AdNetwork_B -> SSP_Y,True,False,Synthetic (Real Rails Demo)
2026-04-20T11:48:05Z,BFC84A68-E949-4D0E-879F-747F49A38B9D,Daily News Aggregator,app_open,App -> AdNetwork_B -> SSP_Y,True,True,Synthetic (Real Rails Demo)
2026-04-20T11:19:05Z,F4EB6C1A-D199-4D43-910B-D6254424BF09,Daily News Aggregator,location_ping,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,False,True,Synthetic (Real Rails Demo)
2026-04-20T10:28:05Z,21A24674-5CCE-4785-AD47-98277BBA941D,Daily News Aggregator,background_sync,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,True,Synthetic (Real Rails Demo)
2026-04-20T08:30:05Z,488DE9D2-55A7-4D46-A0B3-A15BA89613F6,Daily News Aggregator,background_sync,App -> AdNetwork_B -> SSP_Y,True,False,Synthetic (Real Rails Demo)
2026-04-20T07:04:05Z,A35BA837-A793-48FF-9BCA-30CFDAD478C9,FitnessTracker Plus,app_open,App -> Internal Analytics,False,False,Synthetic (Real Rails Demo)
2026-04-20T04:51:05Z,030932C8-D3C1-4E19-99AA-5CBD9D07EFAA,FitnessTracker Plus,location_ping,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,True,Synthetic (Real Rails Demo)
2026-04-20T04:15:05Z,BFC84A68-E949-4D0E-879F-747F49A38B9D,Daily News Aggregator,location_ping,App -> AdNetwork_B -> SSP_Y,False,False,Synthetic (Real Rails Demo)
2026-04-20T01:33:05Z,44159B4A-BC09-4AD8-938D-7D099D4FFAED,FitnessTracker Plus,location_ping,App -> AdNetwork_B -> SSP_Y,False,True,Synthetic (Real Rails Demo)
2026-04-20T00:21:05Z,8EA04410-D5D8-4CBA-A46A-14B51D8A3973,Casual Puzzle Game,background_sync,App -> AdNetwork_B -> SSP_Y,True,False,Synthetic (Real Rails Demo)
2026-04-19T21:14:05Z,FA53A286-C763-4FAA-AE22-935231054623,WeatherApp Pro,background_sync,App -> Location_Monetizer -> HedgeFund_Data,False,False,Synthetic (Real Rails Demo)
2026-04-19T19:30:05Z,F8B68ED0-C187-4519-8EFE-BBB7291E7E47,Daily News Aggregator,ad_click,App -> Internal Analytics,False,False,Synthetic (Real Rails Demo)
2026-04-19T19:22:05Z,F4EB6C1A-D199-4D43-910B-D6254424BF09,Budgeting Tool,location_ping,App -> Location_Monetizer -> HedgeFund_Data,True,True,Synthetic (Real Rails Demo)
2026-04-19T17:33:05Z,0B428841-3680-44FE-AF16-01C760368393,Casual Puzzle Game,ad_bid_request,App -> AdNetwork_B -> SSP_Y,True,True,Synthetic (Real Rails Demo)
2026-04-19T16:27:05Z,0EB91F58-8931-497C-B47B-0570165FF7FB,WeatherApp Pro,background_sync,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,True,Synthetic (Real Rails Demo)
2026-04-19T15:21:05Z,47920BF4-EF53-4CB9-95EB-DC94AF09879E,WeatherApp Pro,ad_bid_request,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-19T13:23:05Z,47920BF4-EF53-4CB9-95EB-DC94AF09879E,WeatherApp Pro,location_ping,App -> Internal Analytics,True,True,Synthetic (Real Rails Demo)
2026-04-19T12:21:05Z,0487C489-6D5E-4BAC-B5A6-ADE12994C0B5,Casual Puzzle Game,background_sync,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,False,Synthetic (Real Rails Demo)
2026-04-19T10:34:05Z,BFC84A68-E949-4D0E-879F-747F49A38B9D,FitnessTracker Plus,location_ping,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-19T09:07:05Z,9417CBAD-8BBD-4727-A170-4C14B5DC707E,WeatherApp Pro,ad_click,App -> Location_Monetizer -> HedgeFund_Data,False,True,Synthetic (Real Rails Demo)
2026-04-19T08:41:05Z,F4EB6C1A-D199-4D43-910B-D6254424BF09,Casual Puzzle Game,background_sync,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-19T07:02:05Z,A35BA837-A793-48FF-9BCA-30CFDAD478C9,Casual Puzzle Game,background_sync,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-19T02:58:05Z,4E98FB13-F7D5-4CCB-A898-A5B7D87CB613,Budgeting Tool,ad_click,App -> AdNetwork_B -> SSP_Y,False,False,Synthetic (Real Rails Demo)
2026-04-19T02:00:05Z,E29A3EC2-2CEA-4650-8893-982DEBDD0A5A,WeatherApp Pro,ad_bid_request,App -> Internal Analytics,False,False,Synthetic (Real Rails Demo)
2026-04-19T01:33:05Z,1CCE7E01-0222-43FD-9886-791E8486B89F,FitnessTracker Plus,background_sync,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,False,Synthetic (Real Rails Demo)
2026-04-19T00:43:05Z,47920BF4-EF53-4CB9-95EB-DC94AF09879E,Casual Puzzle Game,ad_bid_request,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,True,Synthetic (Real Rails Demo)
2026-04-18T22:04:05Z,F7845380-3D3F-43B2-BC9F-B90700591F62,FitnessTracker Plus,app_open,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,False,True,Synthetic (Real Rails Demo)
2026-04-18T21:18:05Z,DD8D2C9E-75A9-4B5A-B1A1-43459896ACAF,Budgeting Tool,background_sync,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,False,Synthetic (Real Rails Demo)
2026-04-18T20:51:05Z,E29A3EC2-2CEA-4650-8893-982DEBDD0A5A,Casual Puzzle Game,ad_click,App -> Internal Analytics,True,True,Synthetic (Real Rails Demo)
2026-04-18T16:28:05Z,98D4FB43-54A1-4696-A973-B485F1572951,FitnessTracker Plus,location_ping,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-18T16:15:05Z,A35BA837-A793-48FF-9BCA-30CFDAD478C9,FitnessTracker Plus,ad_click,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,False,False,Synthetic (Real Rails Demo)
2026-04-18T15:40:05Z,F9CBD5E4-0704-4142-9EF4-2923C10B9114,Casual Puzzle Game,ad_click,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,False,Synthetic (Real Rails Demo)
2026-04-18T14:38:05Z,E20BA86F-E11F-44CD-8554-76B0AF35C81C,Budgeting Tool,ad_click,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,False,False,Synthetic (Real Rails Demo)
2026-04-18T10:28:05Z,FC2D08C4-2D5F-479F-B51E-8234F19EAE9C,WeatherApp Pro,background_sync,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,False,False,Synthetic (Real Rails Demo)
2026-04-18T07:34:05Z,BFC84A68-E949-4D0E-879F-747F49A38B9D,FitnessTracker Plus,app_open,App -> Location_Monetizer -> HedgeFund_Data,True,False,Synthetic (Real Rails Demo)
2026-04-18T03:36:05Z,A35BA837-A793-48FF-9BCA-30CFDAD478C9,Casual Puzzle Game,location_ping,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,True,Synthetic (Real Rails Demo)
2026-04-18T02:29:05Z,E0CF7517-62D4-4EFC-890A-64CF7BA5CBDC,Casual Puzzle Game,app_open,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,False,Synthetic (Real Rails Demo)
2026-04-18T01:59:05Z,2D884BB9-1526-4DF5-93A3-97322E67EE09,FitnessTracker Plus,app_open,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,False,True,Synthetic (Real Rails Demo)
2026-04-18T01:43:05Z,2BF10E21-5B98-44C2-9806-29F3B15B7297,Budgeting Tool,ad_bid_request,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,False,False,Synthetic (Real Rails Demo)
2026-04-18T01:00:05Z,FDD6D429-679B-415D-8871-CF060968BE77,FitnessTracker Plus,background_sync,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,False,Synthetic (Real Rails Demo)
2026-04-17T23:12:05Z,A1678FE7-98D5-4641-878E-B613A823F403,FitnessTracker Plus,location_ping,App -> AdNetwork_B -> SSP_Y,False,True,Synthetic (Real Rails Demo)
2026-04-17T20:10:05Z,A1678FE7-98D5-4641-878E-B613A823F403,WeatherApp Pro,ad_bid_request,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,False,Synthetic (Real Rails Demo)
2026-04-17T13:50:05Z,F4EB6C1A-D199-4D43-910B-D6254424BF09,FitnessTracker Plus,app_open,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,True,Synthetic (Real Rails Demo)
2026-04-17T13:50:05Z,BFC84A68-E949-4D0E-879F-747F49A38B9D,Budgeting Tool,location_ping,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,False,Synthetic (Real Rails Demo)
2026-04-17T12:24:05Z,A1678FE7-98D5-4641-878E-B613A823F403,FitnessTracker Plus,ad_click,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-17T11:59:05Z,FDD6D429-679B-415D-8871-CF060968BE77,Daily News Aggregator,app_open,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,False,False,Synthetic (Real Rails Demo)
2026-04-17T08:15:05Z,F4EB6C1A-D199-4D43-910B-D6254424BF09,Budgeting Tool,background_sync,App -> Internal Analytics,True,True,Synthetic (Real Rails Demo)
2026-04-17T07:39:05Z,CD73AFBF-DD9B-4AD0-8D90-BC661C60DF6C,FitnessTracker Plus,background_sync,App -> AdNetwork_B -> SSP_Y,True,True,Synthetic (Real Rails Demo)
2026-04-17T05:28:05Z,A8DD0DF2-366C-4FC3-A8A4-AA16DD8ED234,WeatherApp Pro,app_open,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,False,False,Synthetic (Real Rails Demo)
2026-04-17T04:23:05Z,FDD6D429-679B-415D-8871-CF060968BE77,Daily News Aggregator,background_sync,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,False,Synthetic (Real Rails Demo)
2026-04-16T23:00:05Z,FDD6D429-679B-415D-8871-CF060968BE77,Budgeting Tool,app_open,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,False,Synthetic (Real Rails Demo)
2026-04-16T22:07:05Z,47920BF4-EF53-4CB9-95EB-DC94AF09879E,Casual Puzzle Game,app_open,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-16T21:28:05Z,488DE9D2-55A7-4D46-A0B3-A15BA89613F6,Casual Puzzle Game,ad_click,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,False,Synthetic (Real Rails Demo)
2026-04-16T21:10:05Z,F5506F6F-4807-4DF9-A503-4537F3337724,WeatherApp Pro,ad_bid_request,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,False,False,Synthetic (Real Rails Demo)
2026-04-16T20:57:05Z,2CC56173-125B-4E21-9551-1492751A97B0,Casual Puzzle Game,ad_bid_request,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,False,True,Synthetic (Real Rails Demo)
2026-04-16T19:31:05Z,BFC84A68-E949-4D0E-879F-747F49A38B9D,Casual Puzzle Game,background_sync,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,True,Synthetic (Real Rails Demo)
2026-04-16T17:10:05Z,D7E615DC-E1E3-4C8D-B239-CA2AE19DF865,FitnessTracker Plus,location_ping,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,True,Synthetic (Real Rails Demo)
2026-04-16T15:44:05Z,F4EB6C1A-D199-4D43-910B-D6254424BF09,Daily News Aggregator,background_sync,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-16T14:09:05Z,1CCE7E01-0222-43FD-9886-791E8486B89F,Casual Puzzle Game,ad_bid_request,App -> Internal Analytics,True,True,Synthetic (Real Rails Demo)
2026-04-16T13:34:05Z,F020EA17-1070-41DD-885C-93A5F352BDC3,Daily News Aggregator,ad_click,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,False,Synthetic (Real Rails Demo)
2026-04-16T12:26:05Z,A35BA837-A793-48FF-9BCA-30CFDAD478C9,FitnessTracker Plus,ad_bid_request,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-16T12:04:05Z,1CCE7E01-0222-43FD-9886-791E8486B89F,WeatherApp Pro,background_sync,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,True,Synthetic (Real Rails Demo)
2026-04-16T10:30:05Z,E29A3EC2-2CEA-4650-8893-982DEBDD0A5A,Daily News Aggregator,background_sync,App -> AdNetwork_B -> SSP_Y,True,False,Synthetic (Real Rails Demo)
2026-04-16T09:56:05Z,52FCEBF6-2A92-4E04-AFEF-E0F94291E31D,Casual Puzzle Game,background_sync,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-16T08:53:05Z,F4EB6C1A-D199-4D43-910B-D6254424BF09,WeatherApp Pro,ad_bid_request,App -> Internal Analytics,True,True,Synthetic (Real Rails Demo)
2026-04-16T08:27:05Z,E29A3EC2-2CEA-4650-8893-982DEBDD0A5A,FitnessTracker Plus,ad_bid_request,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-16T04:47:05Z,488DE9D2-55A7-4D46-A0B3-A15BA89613F6,FitnessTracker Plus,app_open,App -> AdNetwork_B -> SSP_Y,False,False,Synthetic (Real Rails Demo)
2026-04-16T04:44:05Z,A1678FE7-98D5-4641-878E-B613A823F403,Casual Puzzle Game,location_ping,App -> Internal Analytics,False,False,Synthetic (Real Rails Demo)
2026-04-16T03:42:05Z,2A663CDE-610B-4707-979A-AAEDC93A4F08,Casual Puzzle Game,location_ping,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-16T02:10:05Z,A1678FE7-98D5-4641-878E-B613A823F403,WeatherApp Pro,ad_bid_request,App -> AdNetwork_B -> SSP_Y,False,False,Synthetic (Real Rails Demo)
2026-04-15T23:42:05Z,A35BA837-A793-48FF-9BCA-30CFDAD478C9,WeatherApp Pro,app_open,App -> AdNetwork_B -> SSP_Y,False,True,Synthetic (Real Rails Demo)
2026-04-15T20:57:05Z,A1678FE7-98D5-4641-878E-B613A823F403,Budgeting Tool,location_ping,App -> AdNetwork_B -> SSP_Y,True,False,Synthetic (Real Rails Demo)
2026-04-15T20:08:05Z,ED82B656-54D1-4F93-982B-9302598024CB,Budgeting Tool,background_sync,App -> Internal Analytics,False,False,Synthetic (Real Rails Demo)
2026-04-15T19:56:05Z,A35BA837-A793-48FF-9BCA-30CFDAD478C9,Casual Puzzle Game,location_ping,App -> Internal Analytics,True,True,Synthetic (Real Rails Demo)
2026-04-15T18:26:05Z,686BF6C1-CAAD-412C-9EC9-751797EF2A93,Budgeting Tool,app_open,App -> AdNetwork_B -> SSP_Y,True,True,Synthetic (Real Rails Demo)
2026-04-15T18:09:05Z,A1678FE7-98D5-4641-878E-B613A823F403,Casual Puzzle Game,location_ping,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,False,False,Synthetic (Real Rails Demo)
2026-04-15T16:50:05Z,E29A3EC2-2CEA-4650-8893-982DEBDD0A5A,FitnessTracker Plus,background_sync,App -> Location_Monetizer -> HedgeFund_Data,True,True,Synthetic (Real Rails Demo)
2026-04-15T16:45:05Z,B52BCA0E-A18B-452E-88F9-BD878978AF97,Budgeting Tool,location_ping,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-15T15:47:05Z,2D884BB9-1526-4DF5-93A3-97322E67EE09,FitnessTracker Plus,location_ping,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,False,Synthetic (Real Rails Demo)
2026-04-15T15:45:05Z,F4EB6C1A-D199-4D43-910B-D6254424BF09,FitnessTracker Plus,ad_click,App -> Location_Monetizer -> HedgeFund_Data,True,False,Synthetic (Real Rails Demo)
2026-04-15T12:58:05Z,F4EB6C1A-D199-4D43-910B-D6254424BF09,Daily News Aggregator,app_open,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,False,False,Synthetic (Real Rails Demo)
2026-04-15T11:51:05Z,BFC84A68-E949-4D0E-879F-747F49A38B9D,WeatherApp Pro,location_ping,App -> Location_Monetizer -> HedgeFund_Data,True,True,Synthetic (Real Rails Demo)
2026-04-15T11:40:05Z,488DE9D2-55A7-4D46-A0B3-A15BA89613F6,Casual Puzzle Game,location_ping,App -> Location_Monetizer -> HedgeFund_Data,True,False,Synthetic (Real Rails Demo)
2026-04-15T11:22:05Z,BFC84A68-E949-4D0E-879F-747F49A38B9D,Daily News Aggregator,app_open,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,False,Synthetic (Real Rails Demo)
2026-04-15T10:48:05Z,2D884BB9-1526-4DF5-93A3-97322E67EE09,WeatherApp Pro,location_ping,App -> Location_Monetizer -> HedgeFund_Data,True,False,Synthetic (Real Rails Demo)
2026-04-15T10:33:05Z,02D9057A-89B5-4C36-8770-F47077412EA6,Casual Puzzle Game,background_sync,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-15T09:56:05Z,A1678FE7-98D5-4641-878E-B613A823F403,WeatherApp Pro,app_open,App -> AdNetwork_B -> SSP_Y,True,True,Synthetic (Real Rails Demo)
2026-04-15T09:02:05Z,2D884BB9-1526-4DF5-93A3-97322E67EE09,FitnessTracker Plus,app_open,App -> Location_Monetizer -> HedgeFund_Data,True,False,Synthetic (Real Rails Demo)
2026-04-15T09:01:05Z,F6CCC9CF-869D-4431-92E5-15136E321B5D,WeatherApp Pro,app_open,App -> Location_Monetizer -> HedgeFund_Data,True,False,Synthetic (Real Rails Demo)
2026-04-15T08:55:05Z,47920BF4-EF53-4CB9-95EB-DC94AF09879E,Budgeting Tool,ad_bid_request,App -> AdNetwork_B -> SSP_Y,False,True,Synthetic (Real Rails Demo)
2026-04-15T04:03:05Z,1CCE7E01-0222-43FD-9886-791E8486B89F,Casual Puzzle Game,location_ping,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,False,False,Synthetic (Real Rails Demo)
2026-04-15T03:03:05Z,C4CD9D6D-9946-4B90-8B99-987F7BB8F0E9,WeatherApp Pro,app_open,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,False,Synthetic (Real Rails Demo)
2026-04-15T00:28:05Z,1CCE7E01-0222-43FD-9886-791E8486B89F,Budgeting Tool,ad_click,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,False,Synthetic (Real Rails Demo)
2026-04-14T23:22:05Z,BFC84A68-E949-4D0E-879F-747F49A38B9D,FitnessTracker Plus,ad_bid_request,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,False,Synthetic (Real Rails Demo)
2026-04-14T20:55:05Z,488DE9D2-55A7-4D46-A0B3-A15BA89613F6,FitnessTracker Plus,background_sync,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-14T20:46:05Z,FDD6D429-679B-415D-8871-CF060968BE77,FitnessTracker Plus,ad_click,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-14T19:41:05Z,488DE9D2-55A7-4D46-A0B3-A15BA89613F6,Budgeting Tool,background_sync,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,False,False,Synthetic (Real Rails Demo)
2026-04-14T17:37:05Z,A1678FE7-98D5-4641-878E-B613A823F403,Budgeting Tool,app_open,App -> Location_Monetizer -> HedgeFund_Data,True,True,Synthetic (Real Rails Demo)
2026-04-14T14:13:05Z,1CCE7E01-0222-43FD-9886-791E8486B89F,FitnessTracker Plus,ad_bid_request,App -> Internal Analytics,True,True,Synthetic (Real Rails Demo)
2026-04-14T12:54:05Z,BFC84A68-E949-4D0E-879F-747F49A38B9D,Casual Puzzle Game,location_ping,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,False,True,Synthetic (Real Rails Demo)
2026-04-14T12:26:05Z,1CCE7E01-0222-43FD-9886-791E8486B89F,Daily News Aggregator,background_sync,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,False,Synthetic (Real Rails Demo)
2026-04-14T11:18:05Z,EE695F7C-3385-4E6F-BB50-52038D633BBB,Budgeting Tool,app_open,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,False,Synthetic (Real Rails Demo)
2026-04-14T10:54:05Z,E29A3EC2-2CEA-4650-8893-982DEBDD0A5A,Daily News Aggregator,ad_bid_request,App -> AdNetwork_B -> SSP_Y,False,False,Synthetic (Real Rails Demo)
2026-04-14T10:53:05Z,168A177D-8B7A-43E9-9169-6BF3725AA6E7,Budgeting Tool,location_ping,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,False,Synthetic (Real Rails Demo)
2026-04-14T10:26:05Z,2D884BB9-1526-4DF5-93A3-97322E67EE09,WeatherApp Pro,background_sync,App -> AdNetwork_B -> SSP_Y,True,False,Synthetic (Real Rails Demo)
2026-04-14T07:53:05Z,8BC7C160-6726-4C6C-8C34-00495E12EDAD,Budgeting Tool,ad_click,App -> AdNetwork_B -> SSP_Y,True,False,Synthetic (Real Rails Demo)
2026-04-14T07:09:05Z,F4EB6C1A-D199-4D43-910B-D6254424BF09,Daily News Aggregator,ad_bid_request,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,False,Synthetic (Real Rails Demo)
2026-04-14T04:34:05Z,70B1ACE9-03CA-4D0A-88A3-0FDC081F0527,Budgeting Tool,ad_click,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-14T03:49:05Z,1CCE7E01-0222-43FD-9886-791E8486B89F,FitnessTracker Plus,location_ping,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,True,Synthetic (Real Rails Demo)
2026-04-14T03:19:05Z,F4EB6C1A-D199-4D43-910B-D6254424BF09,FitnessTracker Plus,location_ping,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,False,Synthetic (Real Rails Demo)
2026-04-13T23:54:05Z,2D884BB9-1526-4DF5-93A3-97322E67EE09,Casual Puzzle Game,ad_click,App -> Location_Monetizer -> HedgeFund_Data,True,False,Synthetic (Real Rails Demo)
2026-04-13T20:25:05Z,A35BA837-A793-48FF-9BCA-30CFDAD478C9,WeatherApp Pro,location_ping,App -> Location_Monetizer -> HedgeFund_Data,True,False,Synthetic (Real Rails Demo)
2026-04-13T19:22:05Z,71BA476E-5776-44E6-8D53-BA85C3F49C53,Budgeting Tool,app_open,App -> Location_Monetizer -> HedgeFund_Data,True,False,Synthetic (Real Rails Demo)
2026-04-13T18:34:05Z,47920BF4-EF53-4CB9-95EB-DC94AF09879E,WeatherApp Pro,ad_bid_request,App -> Location_Monetizer -> HedgeFund_Data,False,False,Synthetic (Real Rails Demo)
2026-04-13T17:30:05Z,A35BA837-A793-48FF-9BCA-30CFDAD478C9,WeatherApp Pro,ad_click,App -> Internal Analytics,True,True,Synthetic (Real Rails Demo)
2026-04-13T15:50:05Z,BB10D66B-0127-47F9-A441-D37E7B88392F,FitnessTracker Plus,location_ping,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-13T15:23:05Z,7B359146-0453-498E-9E0A-90A05DB753B4,Budgeting Tool,location_ping,App -> AdNetwork_B -> SSP_Y,True,True,Synthetic (Real Rails Demo)
2026-04-13T12:39:05Z,E29A3EC2-2CEA-4650-8893-982DEBDD0A5A,FitnessTracker Plus,app_open,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,False,Synthetic (Real Rails Demo)
2026-04-13T12:38:05Z,488DE9D2-55A7-4D46-A0B3-A15BA89613F6,Casual Puzzle Game,app_open,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-13T08:29:05Z,A1678FE7-98D5-4641-878E-B613A823F403,Daily News Aggregator,ad_click,App -> AdNetwork_B -> SSP_Y,True,False,Synthetic (Real Rails Demo)
2026-04-13T04:38:05Z,FDD6D429-679B-415D-8871-CF060968BE77,Daily News Aggregator,ad_bid_request,App -> AdNetwork_A -> DSP_X -> DataBroker_Alpha,True,False,Synthetic (Real Rails Demo)
2026-04-12T22:55:05Z,93C634D6-99B8-4341-AA22-F992126F83E8,Daily News Aggregator,background_sync,App -> AdNetwork_A -> DSP_Z -> DataBroker_Beta,True,True,Synthetic (Real Rails Demo)
2026-04-12T20:06:05Z,A4DCB9F0-E693-4817-A86A-E6490784F64E,Budgeting Tool,ad_click,App -> AdNetwork_B -> SSP_Y,True,False,Synthetic (Real Rails Demo)
2026-04-12T16:02:05Z,7BB1EADB-6FD1-4D3B-BDBB-E1A997E385E8,Budgeting Tool,background_sync,App -> Location_Monetizer -> HedgeFund_Data,False,True,Synthetic (Real Rails Demo)
2026-04-12T12:37:05Z,FDD6D429-679B-415D-8871-CF060968BE77,Daily News Aggregator,ad_bid_request,App -> Internal Analytics,False,False,Synthetic (Real Rails Demo)
2026-04-12T10:45:05Z,488DE9D2-55A7-4D46-A0B3-A15BA89613F6,WeatherApp Pro,ad_click,App -> Location_Monetizer -> HedgeFund_Data,True,False,Synthetic (Real Rails Demo)
2026-04-12T10:34:05Z,A35BA837-A793-48FF-9BCA-30CFDAD478C9,Casual Puzzle Game,background_sync,App -> Internal Analytics,False,True,Synthetic (Real Rails Demo)
2026-04-12T09:29:05Z,A35BA837-A793-48FF-9BCA-30CFDAD478C9,WeatherApp Pro,ad_click,App -> AdNetwork_B -> SSP_Y,True,False,Synthetic (Real Rails Demo)
2026-04-12T09:26:05Z,A1678FE7-98D5-4641-878E-B613A823F403,Budgeting Tool,ad_click,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-12T06:05:05Z,F4EB6C1A-D199-4D43-910B-D6254424BF09,Daily News Aggregator,ad_click,App -> AdNetwork_B -> SSP_Y,True,True,Synthetic (Real Rails Demo)
2026-04-12T04:20:05Z,E23284BA-25B0-4629-B346-67D182EB5824,Budgeting Tool,ad_bid_request,App -> Internal Analytics,True,False,Synthetic (Real Rails Demo)
2026-04-12T04:13:05Z,A35BA837-A793-48FF-9BCA-30CFDAD478C9,WeatherApp Pro,ad_bid_request,App -> AdNetwork_B -> SSP_Y,True,False,Synthetic (Real Rails Demo)
2026-04-12T04:03:05Z,47920BF4-EF53-4CB9-95EB-DC94AF09879E,Daily News Aggregator,ad_click,App -> Location_Monetizer -> HedgeFund_Data,False,False,Synthetic (Real Rails Demo)
